query_seq	what_def	kid	pathway	family	genus_sp
lcl|FLDA00M02IXJV1	cytochrome b6-f complex iron-sulfur subunit	K02636	Photosynthesis	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02IXPS3	Lhcx1; protein fucoxanthin chlorophyll a/c protein	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02IXS0C	large subunit ribosomal protein L11e	K02868	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02IXTEK	large subunit ribosomal protein L26e	K02898	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IXV1M	peptidyl-prolyl isomerase F (cyclophilin F)	K09565	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02IY0A5	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IY2RK	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02IY3FW	lcl|pti:PHATRDRAFT_44433	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02IY8HO	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Fragilariopsis
lcl|FLDA00M02IYOQX	histone H2B	K11252	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02IYQ9E	ADP-ribosylation factor 1	K07937	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02IYUP6	translation initiation factor eIF-2 alpha subunit	K03237	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02IYZ0L	"guanine nucleotide binding protein (G protein), alpha 12"	K04346	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IZ4GV	calreticulin	K08057	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02IZ80G	histone H4	K11254	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02IZ8ES	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IZCVY	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IZE60	ornithine carbamoyltransferase	K00611	Arginine and proline metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02IZFTE	Tic110; translocator of the inner chloroplast envelope membrane 110k	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IZN7D	elongation factor EF-1 beta subunit	K03232	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02IZPS4	ferredoxin component	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02IZSMP	pleiotropic regulator 1	K12862	Spliceosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02IZW1F	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02J0Q3L	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JA4DB	large subunit ribosomal protein LP0	K02941	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JA777	large subunit ribosomal protein L30e	K02908	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JA8FF	small subunit ribosomal protein S4e	K02987	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JABS6	large subunit ribosomal protein L36e	K02920	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JAFNJ	"dTDP-glucose 4,6-dehydratase"	K01710	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JAJQ4	large subunit ribosomal protein LP1	K02942	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JAOKO	large subunit ribosomal protein L27Ae	K02900	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JASIQ	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Phaeodactylum
lcl|FLDA00M02JBD01	elongation of very long chain fatty acids protein 4	K10249	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JBG5X	glyceraldehyde 3-phosphate dehydrogenase	K00134	Glycolysis / Gluconeogenesis	bacillariaceae	Thalassiosira
lcl|FLDA00M02JBIGB	heat shock 70kDa protein 5	K09490	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JCC65	"ATP-binding cassette, sub-family F, member 2"	K06185	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JCJT6	large subunit ribosomal protein L12e	K02870	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JCPD3	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JD2IB	ribulose-bisphosphate carboxylase large chain	K01601	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JDAKM	ribose 5-phosphate isomerase A	K01807	Pentose phosphate pathway	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JDAMT	elongation factor EF-2	K03234	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JDBNM	heat shock 70kDa protein 1/8	K03283	Spliceosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JDCVU	[acyl-carrier-protein] S-malonyltransferase	K00645	Fatty acid biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JDE4S	alcohol dehydrogenase	K00001	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JDHHF	inorganic pyrophosphatase	K01507	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JDRN7	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Thalassiosira
lcl|FLDA00M02JDT86	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02JEN2D	"coatomer protein complex, subunit alpha (xenin)"	K05236	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JEPQS	solute carrier family 25 (mitochondrial carrier; adenine nucleotide	K05863	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JEZQ1	transketolase	K00615	Pentose phosphate pathway	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JF2N7	calmodulin	K02183	Phosphatidylinositol signaling system	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JF7TD	H/ACA ribonucleoprotein complex subunit 3	K11130	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JFMXW	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JFOVT	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JFQUU	translation initiation factor eIF-5A	K03263	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JG0FY	nucleoside-diphosphate kinase	K00940	Purine metabolism	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JG5HI	lcl|tps:THAPSDRAFT_8571*	NA	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JGHP7	nucleoside-diphosphate kinase	K00940	Purine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JGKH6	geranylgeranyl reductase	K10960	Terpenoid backbone biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JGQTO	lcl|tps:THAPSDRAFT_4318	NA	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JGTXE	lcl|pti:PHATR_43983*	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JH0WP	cell division protease FtsH	K03798	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02JH758	translation initiation factor eIF-4A	K03257	NA	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JHARH	cAMP-dependent protein kinase regulator	K04739	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JHC6V	F-type H+-transporting ATPase subunit alpha	K02132	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JHG1J	"mitochondrial carrier protein, MC family"	K03454	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JHHFI	oxidoreductase	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JI5R3	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02JIBFK	26S proteasome regulatory subunit T5	K03065	Proteasome	bacillariaceae	Fragilariopsis
lcl|FLDA00M02JIF3V	ATP-dependent RNA helicase	K11594	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JJLWW	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JJQL2	5-oxoprolinase (ATP-hydrolysing)	K01469	Glutathione metabolism	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JJS4X	"fructose-bisphosphate aldolase, class II"	K01624	Glycolysis / Gluconeogenesis	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JJS76	small subunit ribosomal protein S7e	K02993	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JK4QO	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02JK8AB	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JKIEF	ADP-ribosylation factor 1	K07937	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02JKL6E	taurine dioxygenase	K03119	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JKYG3	adenosine kinase	K00856	Purine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JL3U5	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JLF49	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JLFND	translation initiation factor eIF-3 subunit 2	K03246	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JLQS2	DNA topoisomerase I	K03163	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JLXSB	photosystem II PsbO protein	K02716	Photosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JM197	F-type H+-transporting ATPase subunit beta	K02133	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JM8IO	lcl|pti:PHATRDRAFT_42512	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JMV0S	large subunit ribosomal protein L4e	K02930	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JN46V	fatty acid desaturase (delta-4 desaturase)	K12418	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JN5EJ	small subunit ribosomal protein S6e	K02991	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JN5YI	large subunit ribosomal protein L10	K02864	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JNFCM	enoyl-[acyl-carrier protein] reductase I	K00208	Fatty acid biosynthesis	bacillariaceae	Phaeodactylum
lcl|FLDA00M02JNLBQ	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]	K03940	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JNYEK	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JOGOP	large subunit ribosomal protein L13Ae	K02872	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JOZT1	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JPBGI	large subunit ribosomal protein L7e	K02937	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JPC4M	elongation factor EF-G	K02355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JPJN3	heat shock 70kDa protein 5	K09490	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLDA00M02JPU6N	fucoxanthin	ARM002	Metabolism; Energy Metabolism; Photosynthesis - antenna proteins	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JQNP5	small subunit ribosomal protein S9e	K02997	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JQT78	magnesium chelatase	K03403	NA	bacillariaceae	Phaeodactylum
lcl|FLDA00M02JRMB1	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JRX9P	large subunit ribosomal protein L9e	K02940	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JS07R	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JSMGI	glutamine synthetase	K01915	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JSX86	glycine hydroxymethyltransferase	K00600	"Glycine, serine and threonine metabolism"	bacillariaceae	Thalassiosira
lcl|FLDA00M02JTP7Y	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JTW5G	geranylgeranyl reductase	K10960	Terpenoid backbone biosynthesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JU5QK	small subunit ribosomal protein S2e	K02981	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLDA00M02JUCNM	glyceraldehyde 3-phosphate dehydrogenase	K00134	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JUTAJ	heat shock 70kDa protein 1/8	K03283	Spliceosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLDA00M02JVI5O	lcl|tps:THAPSDRAFT_21768*	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JVZEO	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLDA00M02JX592	ubiquitin C	K08770	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLDA00M02JYPEV	zeta-carotene desaturase	K00514	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101A1LG8	large subunit ribosomal protein L12e	K02870	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101A26NZ	large subunit ribosomal protein L10Ae	K02865	NA	bacillariaceae	Fragilariopsis
lcl|FLTNPN101A27HV	large subunit ribosomal protein L12e	K02870	Ribosome	bacillariaceae	Thalassiosira
lcl|FLTNPN101A2T09	similar to Calmodulin (CaM)	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLTNPN101A2ZIR	elongation factor EF-2	K03234	NA	bacillariaceae	Phaeodactylum
lcl|FLTNPN101A306W	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A3FBF	small subunit ribosomal protein S6e	K02991	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A3VU4	cbbX protein	NA	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101A4GD9	V-type H+-transporting ATPase subunit F	K02151	Oxidative phosphorylation	bacillariaceae	Thalassiosira
lcl|FLTNPN101A4J55	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A52U2	small subunit ribosomal protein S13e	K02953	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLTNPN101A5595	hydroxymethylbilane synthase	K01749	Porphyrin and chlorophyll metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101A5E4X	translation initiation factor eIF-4A	K03257	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLTNPN101A6JCB	citrate synthase	K01647	Citrate cycle (TCA cycle)	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A6MX5	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A7Q45	small subunit ribosomal protein S27e	K02978	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLTNPN101A80EM	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101A856Y	small subunit ribosomal protein S23e	K02973	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A87PM	aldose 1-epimerase	K01785	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101A9EOP	GJ22386 gene product from transcript GJ22386-RA	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLTNPN101A9FGZ	lcl|pti:PHATRDRAFT_11352	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLTNPN101A9R52	CHLH1; magnesium chelatase subunit H	NA	NA	bacillariaceae	Fragilariopsis
lcl|FLTNPN101A9VLM	small subunit ribosomal protein S25e	K02975	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101A9XPT	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation	K06630	Oocyte meiosis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AIS08	pyruvate dehydrogenase E1 component subunit beta	K00162	Glycolysis / Gluconeogenesis	bacillariaceae	Thalassiosira
lcl|FLTNPN101AIWL3	light-harvesting complex I chlorophyll a/b binding protein 1	K08907	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AJMDM	calmodulin	K02183	Phosphatidylinositol signaling system	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AK60K	small subunit ribosomal protein S4e	K02987	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AKORB	calmodulin	K02183	Phosphatidylinositol signaling system	bacillariaceae	Thalassiosira
lcl|FLTNPN101AN8YV	exodeoxyribonuclease III	K01142	Base excision repair	bacillariaceae	Fragilariopsis
lcl|FLTNPN101ANOE0	ubiquitin C	K08770	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101ANP15	Tpt2; triose or hexose phosphate/phosphate translocator	NA	NA	bacillariaceae	Pseudo-nitzschia australis
lcl|FLTNPN101ANWCJ	small subunit ribosomal protein S27Ae	K02977	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101APHRU	3-oxoacyl-[acyl-carrier-protein] synthase I	K00647	NA	bacillariaceae	Fragilariopsis
lcl|FLTNPN101APMZ1	lcl|pti:PHATRDRAFT_18877	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLTNPN101AQ5TB	large subunit ribosomal protein L37Ae	K02921	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLTNPN101ARIZZ	proliferating cell nuclear antigen	K04802	DNA replication	bacillariaceae	Thalassiosira
lcl|FLTNPN101AS9WC	small subunit ribosomal protein S15e	K02958	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101ASOLZ	tubulin beta	K07375	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101ATY1B	branched-chain amino acid aminotransferase	K00826	"Valine, leucine and isoleucine degradation"	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AU30I	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AU5QF	small subunit ribosomal protein S15e	K02958	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AU98N	adenosylhomocysteinase	K01251	Cysteine and methionine metabolism	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AUK1F	lcl|pti:PHATRDRAFT_50084	NA	NA	bacillariaceae	Phaeodactylum
lcl|FLTNPN101AUNT5	carbonic anhydrase	K01672	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101AUSWO	3-oxoacyl-[acyl-carrier-protein] synthase I	K00647	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101AUXET	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AV5O9	"40S ribosomal protein S12, putative"	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AVA5V	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101AVWBO	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AW4LP	similar to alpha-tubulin	NA	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AW4LV	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101AWIJX	coronin like protein	K13882	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AWL2W	pyruvate dehydrogenase E1 component subunit alpha	K00161	Glycolysis / Gluconeogenesis	bacillariaceae	Phaeodactylum
lcl|FLTNPN101AX065	large subunit ribosomal protein L4e	K02930	Ribosome	bacillariaceae	Fragilariopsis
lcl|FLTNPN101AXO2A	cbbx protein	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AXTHO	lcl|tps:THAPSDRAFT_24856	NA	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101AXU0A	heat shock 70kDa protein 1/8	K03283	Spliceosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AYJB7	glyceraldehyde-3-phosphate dehydrogenase (NAD(P))	K00150	NA	bacillariaceae	Fragilariopsis
lcl|FLTNPN101AYWQD	NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	K03935	Oxidative phosphorylation	bacillariaceae	Thalassiosira
lcl|FLTNPN101AYYNB	"actin related protein 2/3 complex, subunit 1A/1B"	K05757	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AZ245	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101AZ7NU	LL-diaminopimelate aminotransferase	K10206	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AZNU5	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101AZX0K	26S proteasome regulatory subunit T2	K03062	Proteasome	Chaetocerotaceae	Chaetoceros
lcl|FLTNPN101AZXBV	n-acetylornithine aminotransferase	NA	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101B098N	tubulin alpha	K07374	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101B0I9U	tubulin alpha	K07374	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B0T1Y	isocitrate dehydrogenase	K00031	Citrate cycle (TCA cycle)	bacillariaceae	Fragilariopsis
lcl|FLTNPN101B1Q3V	dihydrolipoamide dehydrogenase	K00382	Glycolysis / Gluconeogenesis	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B205E	"ATP-dependent Clp protease, protease subunit"	K01358	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B298U	dihydrolipoamide dehydrogenase	K00382	Glycolysis / Gluconeogenesis	bacillariaceae	Fragilariopsis
lcl|FLTNPN101B2EWK	small subunit ribosomal protein S2e	K02981	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B2JOZ	actin beta/gamma 1	K05692	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B35AM	small subunit ribosomal protein S26e	K02976	Ribosome	Chaetocerotaceae	Chaetoceros
lcl|FLTNPN101B3DTM	"actin, other eukaryote"	K10355	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B3LVT	large subunit ribosomal protein L3e	K02925	Ribosome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B3O6Y	26S proteasome regulatory subunit T5	K03065	Proteasome	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B4LK0	elongation factor EF-1 alpha subunit	K03231	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B4V05	large subunit ribosomal protein L40e	K02927	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B59BI	lcl|mbr:MONBRDRAFT_11941	NA	NA	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B6040	F-type H+-transporting ATPase subunit beta	K02133	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B6DDN	cbbx protein	NA	NA	bacillariaceae	Thalassiosira
lcl|FLTNPN101B6MC2	large subunit ribosomal protein L23e	K02894	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B6MKC	protein transport protein SEC61 subunit alpha	K10956	NA	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B6PKH	F-type H+-transporting ATPase subunit gamma	K02115	Oxidative phosphorylation	bacillariaceae	Pseudo-nitzschia granii
lcl|FLTNPN101B73ML	small subunit ribosomal protein S6e	K02991	Ribosome	bacillariaceae	Pseudo-nitzschia multiseries
lcl|FLTNPN101B7C9I	glutamate dehydrogenase (NADP+)	K00262	"Alanine, aspartate and glutamate metabolism"	bacillariaceae	Pseudo-nitzschia multiseries
